portfolio_id,security,original_quantity,crossed_quantity,remaining_quantity,trade_direction
P-47227,VLO US,-4500,0,-4500,SELL
P-47227,AMKR US,8500,0,8500,BUY
P-47227,CHH US,-2000,0,-2000,SELL
P-47227,VRSN US,1500,400,1100,BUY
P-47227,SNDR US,8500,0,8500,BUY
P-36182,SNDR US,4200,0,4200,BUY
P-47227,BMRN US,4000,0,4000,BUY
P-36182,BMRN US,2000,0,2000,BUY
P-47227,DVN US,-13000,0,-13000,SELL
P-36182,DVN US,-26800,0,-26800,SELL
P-47227,BRKR US,7000,0,7000,BUY
P-47227,UTHR US,-500,0,-500,SELL
P-47227,NCLH US,8000,0,8000,BUY
P-47227,BWXT US,-1500,0,-1500,SELL
P-47227,EXAS US,4000,0,4000,BUY
P-36182,RNG US,3400,0,3400,BUY
P-36182,DLB US,1600,0,1600,BUY
P-36182,ALNY US,400,0,400,BUY
P-36182,LYV US,1000,0,1000,BUY
P-36182,TDG US,-200,0,-200,SELL
P-36182,IBKR US,1600,0,1600,BUY
P-36182,SARO US,7200,0,7200,BUY
P-36182,SSNC US,1200,0,1200,BUY
P-36182,AGNC US,9800,0,9800,BUY
P-36182,MTSI US,-800,0,-800,SELL
P-36182,PLTR US,20800,0,20800,BUY
P-36182,DBX US,3400,0,3400,BUY
P-36182,VEEV US,-400,0,-400,SELL
P-36182,SFM US,3600,0,3600,BUY
P-36182,RARE US,3200,0,3200,BUY
P-36182,ROKU US,2000,0,2000,BUY
P-36182,DOCS US,1600,0,1600,BUY
P-36182,GLPI US,2200,0,2200,BUY
P-36182,DDOG US,-800,0,-800,SELL
P-36182,REXR US,2400,0,2400,BUY
P-36182,U US,6200,0,6200,BUY
P-36182,DAY US,1600,0,1600,BUY
P-36182,DASH US,600,0,600,BUY
P-36182,TTD US,3200,0,3200,BUY
P-36182,APP US,200,0,200,BUY
P-36182,SNOW US,1000,0,1000,BUY
P-36182,WSC US,4400,0,4400,BUY
P-36182,CRWD US,400,0,400,BUY
P-36182,HWM US,-1400,0,-1400,SELL
P-36182,AM US,112400,0,112400,BUY
P-36182,CVNA US,2800,0,2800,BUY
P-36182,VRT US,3800,0,3800,BUY
P-36182,NVST US,5000,0,5000,BUY
P-36182,ASTS US,19000,0,19000,BUY
P-36182,GTM US,8800,0,8800,BUY
P-36182,RPRX US,2800,0,2800,BUY
P-36182,LCID US,5200,0,5200,BUY
P-36182,SMMT US,12800,0,12800,BUY
P-36182,CPNG US,13600,0,13600,BUY
P-36182,AFRM US,3800,0,3800,BUY
P-36182,HAYW US,10800,0,10800,BUY
P-36182,DRS US,7600,0,7600,BUY
P-36182,MRVL US,2600,0,2600,BUY
P-36182,DJT US,6000,0,6000,BUY
P-36182,BROS US,2200,0,2200,BUY
P-36182,INFA US,4200,0,4200,BUY
P-36182,DKNG US,2600,0,2600,BUY
P-36182,CXT US,1800,0,1800,BUY
P-36182,TEAM US,600,0,600,BUY
P-36182,LIN US,-17200,0,-17200,SELL
P-36182,BIRK US,2200,0,2200,BUY
P-36182,SIRI US,4200,0,4200,BUY
P-36182,LOAR US,1400,0,1400,BUY
P-36182,MRP US,-3000,0,-3000,SELL
P-36182,SAIL US,6400,0,6400,BUY
P-36182,BRK/B US,-2000,0,-2000,SELL
P-36182,BF/A US,3600,0,3600,BUY
P-36182,COO US,1600,0,1600,BUY
P-36182,EOG US,-5400,0,-5400,SELL
P-36182,WTM US,-200,0,-200,SELL
P-36182,HOG US,3400,0,3400,BUY
P-36182,IPG US,10400,0,10400,BUY
P-36182,MTG US,-16200,0,-16200,SELL
P-36182,ORI US,-11200,0,-11200,SELL
P-36182,COP US,-15200,0,-15200,SELL
P-36182,SCHW US,1400,0,1400,BUY
P-36182,SNA US,-400,0,-400,SELL
P-36182,SNV US,2000,0,2000,BUY
P-36182,WST US,-400,0,-400,SELL
P-36182,WMB US,-18600,0,-18600,SELL
P-36182,EGP US,-800,0,-800,SELL
P-36182,FNB US,6200,0,6200,BUY
P-36182,HEI/A US,-600,0,-600,SELL
P-36182,MKL US,-200,0,-200,SELL
P-36182,TECH US,2000,0,2000,BUY
P-36182,KMPR US,2000,0,2000,BUY
P-36182,LMT US,-1000,0,-1000,SELL
P-36182,WTFC US,800,0,800,BUY
P-36182,LAD US,-400,0,-400,SELL
P-36182,FIX US,200,0,200,BUY
P-36182,MANH US,-600,0,-600,SELL
P-36182,MAR US,-400,0,-400,SELL
P-36182,MSTR US,3000,0,3000,BUY
P-36182,FFIV US,-400,0,-400,SELL
P-36182,EXEL US,2800,0,2800,BUY
P-36182,PNFP US,1200,0,1200,BUY
P-36182,SNX US,1600,0,1600,BUY
P-36182,GME US,4200,0,4200,BUY
P-36182,PSN US,1400,0,1400,BUY
